2020-04-23 11:06:43 status half-installed libext2fs2:amd64 1.45.5-2ubuntu1
2020-04-23 11:06:43 status unpacked libext2fs2:amd64 1.45.5-2ubuntu1
2020-04-23 11:06:43 install libfdisk1:amd64 <none> 2.34-0.1ubuntu9
2020-04-23 11:06:43 status half-installed libfdisk1:amd64 2.34-0.1ubuntu9
2020-04-23 11:06:43 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9
2020-04-23 11:06:43 install libgcc-s1:amd64 <none> 10-20200411-0ubuntu1
2020-04-23 11:06:43 status half-installed libgcc-s1:amd64 10-20200411-0ubuntu1
2020-04-23 11:06:43 status unpacked libgcc-s1:amd64 10-20200411-0ubuntu1
2020-04-23 11:06:43 install libgcrypt20:amd64 <none> 1.8.5-5ubuntu1
2020-04-23 11:06:43 status half-installed libgcrypt20:amd64 1.8.5-5ubuntu1
2020-04-23 11:06:44 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1
2020-04-23 11:06:44 install libgpg-error0:amd64 <none> 1.37-1
2020-04-23 11:06:44 status half-installed libgpg-error0:amd64 1.37-1
2020-04-23 11:06:44 status unpacked libgpg-error0:amd64 1.37-1
2020-04-23 11:06:44 install liblz4-1:amd64 <none> 1.9.2-2
2020-04-23 11:06:44 status half-installed liblz4-1:amd64 1.9.2-2
2020-04-23 11:06:44 status unpacked liblz4-1:amd64 1.9.2-2
2020-04-23 11:06:44 install liblzma5:amd64 <none> 5.2.4-1
2020-04-23 11:06:44 status half-installed liblzma5:amd64 5.2.4-1
2020-04-23 11:06:44 status unpacked liblzma5:amd64 5.2.4-1
2020-04-23 11:06:44 install libmount1:amd64 <none> 2.34-0.1ubuntu9
2020-04-23 11:06:44 status half-installed libmount1:amd64 2.34-0.1ubuntu9
2020-04-23 11:06:44 status unpacked libmount1:amd64 2.34-0.1ubuntu9
2020-04-23 11:06:44 install libncurses6:amd64 <none> 6.2-0ubuntu2
2020-04-23 11:06:44 status half-installed libncurses6:amd64 6.2-0ubuntu2
2020-04-23 11:06:44 status unpacked libncurses6:amd64 6.2-0ubuntu2
2020-04-23 11:06:44 install libncursesw6:amd64 <none> 6.2-0ubuntu2
2020-04-23 11:06:44 status half-installed libncursesw6:amd64 6.2-0ubuntu2
2020-04-23 11:06:44 status unpacked libncursesw6:amd64 6.2-0ubuntu2
2020-04-23 11:06:44 install libpam-modules:amd64 <none> 1.3.1-5ubuntu4
2020-04-23 11:06:44 status half-installed libpam-modules:amd64 1.3.1-5ubuntu4
2020-04-23 11:06:44 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4
2020-04-23 11:06:44 install libpam-modules-bin:amd64 <none> 1.3.1-5ubuntu4
2020-04-23 11:06:44 status half-installed libpam-modules-bin:amd64 1.3.1-5ubuntu4
2020-04-23 11:06:44 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4
2020-04-23 11:06:44 install libpam-runtime:all <none> 1.3.1-5ubuntu4
2020-04-23 11:06:44 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
